Index;sexe;Tranche Age;enfant_conduite_accompagne;enfants;Tranche Revenu;formation;usage_vehicule;type_vehicule;points_perdus;age_vehicule;type_conduite;date_demande;formule;Tranche Tarifaire ;code postal
447;M;Adulte : 25-64 ans;Aucun;VRAI;[0 - 40K[;High School;Private;SUV;Faible;6.0;Highly Urban/ Urban;03/03/2022 09:25;dev_integral;Basse;55310
448;F;Senior : 65 ans et plus;Un;VRAI;[0 - 40K[;High School;Private;SUV;Moyen;1.0;Highly Urban/ Urban;12/03/2022 08:44;dev_express;Basse;62700
449;F;Senior : 65 ans et plus;Aucun;VRAI;[60K - 80K[;Masters;Private;Sports Car;Faible;12.0;Highly Urban/ Urban;06/01/2022 12:56;dev_express;Basse;44160
450;M;Adulte : 25-64 ans;Aucun;FAUX;Non connu;High School;Commercial;Pickup;Moyen;4.0;Highly Urban/ Urban;17/01/2022 08:56;dev_express;Basse;82130
451;F;Senior : 65 ans et plus;Aucun;VRAI;[0 - 40K[;High School;Private;SUV;Faible;8.0;Highly Urban/ Urban;04/03/2022 00:51;dev_integral;Moyenne;92220
452;F;Adulte : 25-64 ans;Aucun;FAUX;>120K;Masters;Private;SUV;Faible;20.0;Highly Urban/ Urban;28/02/2022 08:01;dev_premium;Moyenne;46100
453;M;Adulte : 25-64 ans;Aucun;FAUX;[60K - 80K[;Bachelors;Commercial;Van;Faible;4.0;Highly Urban/ Urban;22/03/2022 17:53;dev_express;Basse;17220
454;F;Jeune : moins de 25 ans;Aucun;VRAI;[40K - 60K[;High School;Commercial;Minivan;Faible;10.0;Highly Urban/ Urban;09/05/2022 14:13;dev_express;Basse;94240
455;F;Adulte : 25-64 ans;Aucun;FAUX;[80K - 120K[;PhD;Commercial;Pickup;Faible;;Highly Urban/ Urban;11/03/2022 14:38;dev_integral;Basse;41500
456;F;Adulte : 25-64 ans;Aucun;FAUX;[60K - 80K[;High School;Commercial;Van;Moyen;1.0;Highly Urban/ Urban;19/02/2022 23:44;dev_integral;Moyenne;56600
457;F;Adulte : 25-64 ans;Aucun;VRAI;[0 - 40K[;Bachelors;Private;Sports Car;Moyen;8.0;Highly Urban/ Urban;28/04/2022 20:05;dev_premium;Moyenne;71000
458;M;Adulte : 25-64 ans;Aucun;FAUX;>120K;Masters;Private;Pickup;Faible;1.0;Highly Urban/ Urban;01/03/2022 15:58;dev_integral;Basse;39300
459;M;Adulte : 25-64 ans;Plusieurs;VRAI;[80K - 120K[;Bachelors;Private;Minivan;Faible;1.0;Highly Urban/ Urban;17/01/2022 02:58;dev_integral;Basse;5000
460;M;Adulte : 25-64 ans;Aucun;FAUX;[0 - 40K[;Bachelors;Private;SUV;Faible;9.0;Highly Rural/ Rural;12/03/2022 07:57;dev_premium;Moyenne;20290
461;M;Adulte : 25-64 ans;Aucun;FAUX;[60K - 80K[;Bachelors;Private;Sports Car;Faible;5.0;Highly Urban/ Urban;14/04/2022 03:21;dev_express;Basse;3460
462;M;Adulte : 25-64 ans;Aucun;FAUX;[80K - 120K[;Bachelors;Commercial;Panel Truck;Faible;12.0;Highly Urban/ Urban;17/02/2022 11:06;dev_express;Basse;82000
463;F;Adulte : 25-64 ans;Aucun;FAUX;[40K - 60K[;Bachelors;Private;Minivan;Moyen;11.0;Highly Urban/ Urban;19/04/2022 19:04;dev_integral;Basse;6530
464;M;Senior : 65 ans et plus;Un;VRAI;[0 - 40K[;High School;Commercial;Pickup;Faible;5.0;Highly Rural/ Rural;18/05/2022 10:53;dev_integral;Basse;91540
465;M;Senior : 65 ans et plus;Aucun;FAUX;[60K - 80K[;Bachelors;Commercial;Pickup;Faible;12.0;Highly Rural/ Rural;13/03/2022 05:28;dev_express;Basse;89100
466;F;Jeune : moins de 25 ans;Un;VRAI;>120K;Masters;Commercial;Van;Faible;;Highly Urban/ Urban;11/05/2022 14:01;dev_express;Basse;95000
467;F;Jeune : moins de 25 ans;Aucun;FAUX;[80K - 120K[;Masters;Commercial;Panel Truck;Faible;;Highly Urban/ Urban;11/01/2022 02:15;dev_premium;Moyenne;89320
468;F;Jeune : moins de 25 ans;Aucun;FAUX;[0 - 40K[;High School;Private;SUV;Moyen;6.0;Highly Urban/ Urban;09/05/2022 11:12;dev_integral;Moyenne;31220
469;F;Adulte : 25-64 ans;Plusieurs;VRAI;[0 - 40K[;High School;Commercial;Minivan;Moyen;1.0;Highly Urban/ Urban;04/01/2022 12:36;dev_integral;Moyenne;19100
470;F;Adulte : 25-64 ans;Aucun;VRAI;[0 - 40K[;High School;Private;SUV;Moyen;6.0;Highly Urban/ Urban;30/05/2022 20:12;dev_express;Basse;13003
471;M;Adulte : 25-64 ans;Aucun;FAUX;[80K - 120K[;High School;Private;Minivan;Faible;9.0;Highly Urban/ Urban;06/03/2022 00:29;dev_express;Basse;75019
472;M;Jeune : moins de 25 ans;Aucun;VRAI;[0 - 40K[;High School;Private;SUV;Moyen;4.0;Highly Urban/ Urban;19/01/2022 12:12;dev_premium;Moyenne;60160
473;F;Jeune : moins de 25 ans;Aucun;VRAI;[40K - 60K[;Masters;Private;Pickup;Moyen;9.0;Highly Urban/ Urban;20/04/2022 02:39;dev_integral;Moyenne;84200
474;M;Adulte : 25-64 ans;Aucun;FAUX;[0 - 40K[;High School;Private;SUV;Faible;1.0;Highly Urban/ Urban;24/05/2022 17:45;dev_express;Basse;95140
475;F;Jeune : moins de 25 ans;Aucun;VRAI;[0 - 40K[;High School;Private;SUV;Elevé;1.0;Highly Urban/ Urban;26/03/2022 13:13;dev_express;Basse;50690
476;F;Senior : 65 ans et plus;Aucun;FAUX;[0 - 40K[;High School;Private;SUV;Faible;8.0;Highly Urban/ Urban;23/03/2022 14:10;dev_integral;Moyenne;53240
477;M;Adulte : 25-64 ans;Aucun;FAUX;[80K - 120K[;Masters;Commercial;Panel Truck;Faible;18.0;Highly Urban/ Urban;12/04/2022 00:22;dev_integral;Basse;8170
478;M;Adulte : 25-64 ans;Aucun;FAUX;>120K;PhD;Private;Minivan;Faible;11.0;Highly Urban/ Urban;15/04/2022 13:43;dev_integral;Moyenne;47210
479;F;Senior : 65 ans et plus;Aucun;FAUX;[40K - 60K[;High School;Commercial;Pickup;Faible;6.0;Highly Urban/ Urban;20/04/2022 01:02;dev_express;Basse;77440
480;F;Senior : 65 ans et plus;Aucun;FAUX;[0 - 40K[;High School;Private;SUV;Faible;1.0;Highly Rural/ Rural;02/05/2022 23:12;dev_integral;Moyenne;26300
481;F;Senior : 65 ans et plus;Aucun;VRAI;[0 - 40K[;High School;Private;Van;Moyen;1.0;Highly Urban/ Urban;21/05/2022 08:38;dev_express;Basse;4000
482;F;Jeune : moins de 25 ans;Aucun;VRAI;[60K - 80K[;Bachelors;Private;SUV;Faible;;Highly Urban/ Urban;01/03/2022 18:29;dev_express;Basse;12120
483;F;Adulte : 25-64 ans;Plusieurs;VRAI;[60K - 80K[;Masters;Private;Minivan;Moyen;7.0;Highly Urban/ Urban;10/05/2022 11:14;dev_premium;Moyenne;61100
484;F;Senior : 65 ans et plus;Aucun;FAUX;[80K - 120K[;Masters;Private;Sports Car;Faible;10.0;Highly Urban/ Urban;06/03/2022 05:10;dev_integral;Moyenne;75016
485;F;Jeune : moins de 25 ans;Aucun;FAUX;[0 - 40K[;High School;Private;Minivan;Faible;1.0;Highly Rural/ Rural;26/05/2022 01:21;dev_integral;Basse;88220
486;F;Jeune : moins de 25 ans;Un;VRAI;[0 - 40K[;High School;Private;Sports Car;Faible;1.0;Highly Urban/ Urban;25/04/2022 09:36;dev_integral;Basse;31000
487;M;Adulte : 25-64 ans;Aucun;FAUX;[0 - 40K[;High School;Commercial;SUV;Faible;1.0;Highly Rural/ Rural;29/05/2022 19:59;dev_premium;Moyenne;8200
488;M;Jeune : moins de 25 ans;Aucun;VRAI;[0 - 40K[;High School;Private;Sports Car;Moyen;10.0;Highly Urban/ Urban;03/02/2022 15:04;dev_express;Basse;82100
489;M;Adulte : 25-64 ans;Aucun;VRAI;[0 - 40K[;High School;Commercial;Minivan;Faible;8.0;Highly Urban/ Urban;16/05/2022 00:02;dev_express;Basse;11000
490;F;Adulte : 25-64 ans;Un;VRAI;[60K - 80K[;Bachelors;Private;SUV;Faible;10.0;Highly Urban/ Urban;15/05/2022 09:25;dev_express;Basse;54620
491;M;Senior : 65 ans et plus;Aucun;VRAI;[60K - 80K[;Bachelors;Private;SUV;Moyen;6.0;Highly Urban/ Urban;28/05/2022 03:24;dev_express;Basse;86000
492;F;Senior : 65 ans et plus;Aucun;FAUX;[0 - 40K[;High School;Commercial;Pickup;Moyen;11.0;Highly Rural/ Rural;27/03/2022 17:26;dev_integral;Basse;19100
493;M;Adulte : 25-64 ans;Aucun;FAUX;[0 - 40K[;High School;Private;SUV;Moyen;1.0;Highly Urban/ Urban;03/02/2022 09:48;dev_integral;Moyenne;2100
494;F;Jeune : moins de 25 ans;Aucun;FAUX;[80K - 120K[;Masters;Commercial;Panel Truck;Moyen;8.0;Highly Urban/ Urban;06/05/2022 15:53;dev_premium;Moyenne;18190
495;F;Jeune : moins de 25 ans;Aucun;FAUX;[0 - 40K[;High School;Private;Minivan;Moyen;;Highly Rural/ Rural;12/05/2022 06:56;dev_premium;Moyenne;52100
496;F;Senior : 65 ans et plus;Aucun;FAUX;[80K - 120K[;Bachelors;Commercial;Van;Faible;13.0;Highly Urban/ Urban;15/01/2022 18:39;dev_integral;Basse;58000
497;M;Jeune : moins de 25 ans;Plusieurs;VRAI;[0 - 40K[;High School;Commercial;Pickup;Faible;1.0;Highly Urban/ Urban;24/01/2022 13:18;dev_integral;Moyenne;73100
498;M;Adulte : 25-64 ans;Aucun;FAUX;>120K;PhD;Private;Pickup;Faible;19.0;Highly Urban/ Urban;17/03/2022 06:56;dev_integral;Moyenne;54190
499;M;Senior : 65 ans et plus;Aucun;FAUX;[0 - 40K[;PhD;Private;SUV;Faible;9.0;Highly Rural/ Rural;29/03/2022 02:50;dev_integral;Moyenne;78570
500;M;Jeune : moins de 25 ans;Aucun;FAUX;[60K - 80K[;Masters;Private;Pickup;Faible;;Highly Urban/ Urban;10/05/2022 07:12;dev_express;Basse;13013
501;F;Adulte : 25-64 ans;Aucun;FAUX;[80K - 120K[;PhD;Private;Minivan;Faible;15.0;Highly Urban/ Urban;14/03/2022 05:41;dev_express;Basse;24100
502;F;Senior : 65 ans et plus;Aucun;FAUX;[0 - 40K[;High School;Private;Pickup;Faible;10.0;Highly Rural/ Rural;31/05/2022 13:57;dev_premium;Moyenne;16200
503;F;Jeune : moins de 25 ans;Aucun;FAUX;>120K;Bachelors;Private;SUV;Faible;7.0;Highly Urban/ Urban;10/05/2022 23:39;dev_integral;Moyenne;54300
504;F;Adulte : 25-64 ans;Aucun;VRAI;[0 - 40K[;High School;Commercial;Pickup;Faible;1.0;Highly Urban/ Urban;14/05/2022 00:58;dev_express;Basse;27300
505;F;Senior : 65 ans et plus;Aucun;FAUX;[80K - 120K[;Bachelors;Commercial;Van;Moyen;12.0;Highly Urban/ Urban;07/05/2022 14:05;dev_express;Basse;82170
506;F;Adulte : 25-64 ans;Aucun;FAUX;[40K - 60K[;High School;Private;Pickup;Faible;1.0;Highly Rural/ Rural;17/05/2022 22:41;dev_integral;Moyenne;57950
507;M;Adulte : 25-64 ans;Aucun;FAUX;[0 - 40K[;High School;Commercial;Minivan;Faible;8.0;Highly Urban/ Urban;17/03/2022 06:05;dev_integral;Basse;44190
508;F;Adulte : 25-64 ans;Aucun;FAUX;>120K;PhD;Commercial;Van;Moyen;10.0;Highly Urban/ Urban;15/03/2022 03:25;dev_premium;Moyenne;49000
509;F;Adulte : 25-64 ans;Aucun;FAUX;>120K;PhD;Private;Minivan;Faible;13.0;Highly Urban/ Urban;30/03/2022 17:24;dev_express;Basse;28310
510;F;Adulte : 25-64 ans;Aucun;FAUX;[60K - 80K[;High School;Private;SUV;Faible;1.0;Highly Urban/ Urban;21/01/2022 20:42;dev_express;Basse;43100
511;M;Adulte : 25-64 ans;Aucun;VRAI;[0 - 40K[;High School;Commercial;SUV;Moyen;1.0;Highly Urban/ Urban;18/01/2022 19:29;dev_express;Basse;4100
512;F;Jeune : moins de 25 ans;Aucun;FAUX;[0 - 40K[;Bachelors;Commercial;Minivan;Faible;17.0;Highly Urban/ Urban;19/04/2022 21:43;dev_integral;Basse;58260
513;M;Adulte : 25-64 ans;Aucun;FAUX;[0 - 40K[;High School;Commercial;Pickup;Faible;7.0;Highly Rural/ Rural;18/05/2022 13:33;dev_premium;Moyenne;24340
514;M;Adulte : 25-64 ans;Aucun;FAUX;[60K - 80K[;Masters;Private;Minivan;Faible;21.0;Highly Urban/ Urban;04/04/2022 15:50;dev_express;Basse;83120
515;M;Adulte : 25-64 ans;Aucun;VRAI;>120K;Bachelors;Private;Minivan;Faible;8.0;Highly Urban/ Urban;25/03/2022 07:11;dev_integral;Moyenne;62144
516;F;Adulte : 25-64 ans;Aucun;VRAI;[60K - 80K[;Bachelors;Commercial;Minivan;Moyen;1.0;Highly Urban/ Urban;23/03/2022 12:28;dev_integral;Basse;47300
517;F;Adulte : 25-64 ans;Aucun;FAUX;[80K - 120K[;Masters;Commercial;Panel Truck;Faible;11.0;Highly Urban/ Urban;25/03/2022 13:33;dev_express;Basse;70310
518;M;Adulte : 25-64 ans;Aucun;FAUX;Non connu;PhD;Private;Minivan;Faible;22.0;Highly Urban/ Urban;23/02/2022 20:23;dev_integral;Moyenne;60170
519;F;Senior : 65 ans et plus;Aucun;FAUX;>120K;Bachelors;Commercial;SUV;Moyen;10.0;Highly Urban/ Urban;08/04/2022 12:44;dev_premium;Moyenne;29810
520;M;Senior : 65 ans et plus;Aucun;FAUX;[40K - 60K[;Masters;Private;Minivan;Faible;;Highly Urban/ Urban;25/02/2022 05:54;dev_integral;Moyenne;43700
521;F;Senior : 65 ans et plus;Aucun;FAUX;[0 - 40K[;High School;Private;SUV;Moyen;8.0;Highly Urban/ Urban;07/02/2022 00:44;dev_integral;Basse;36290
522;M;Jeune : moins de 25 ans;Un;VRAI;[0 - 40K[;High School;Commercial;Minivan;Faible;4.0;Highly Rural/ Rural;01/04/2022 01:13;dev_integral;Moyenne;38350
523;M;Jeune : moins de 25 ans;Aucun;FAUX;[80K - 120K[;PhD;Private;Minivan;Moyen;;Highly Urban/ Urban;25/05/2022 18:59;dev_express;Basse;45200
524;F;Senior : 65 ans et plus;Aucun;FAUX;[0 - 40K[;High School;Private;SUV;Moyen;7.0;Highly Urban/ Urban;21/04/2022 16:29;dev_express;Basse;11000
525;F;Adulte : 25-64 ans;Aucun;FAUX;[0 - 40K[;High School;Private;Minivan;Faible;1.0;Highly Urban/ Urban;31/05/2022 05:19;dev_premium;Moyenne;82600
526;M;Adulte : 25-64 ans;Aucun;FAUX;Non connu;High School;Commercial;Pickup;Faible;1.0;Highly Urban/ Urban;19/02/2022 08:11;dev_express;Basse;65000
527;F;Adulte : 25-64 ans;Plusieurs;VRAI;[40K - 60K[;Bachelors;Private;SUV;Elevé;6.0;Highly Urban/ Urban;23/05/2022 14:29;dev_integral;Moyenne;29860
528;M;Senior : 65 ans et plus;Aucun;VRAI;[80K - 120K[;Bachelors;Commercial;Pickup;Faible;4.0;Highly Rural/ Rural;24/02/2022 11:57;dev_integral;Moyenne;7330
529;M;Senior : 65 ans et plus;Aucun;VRAI;[40K - 60K[;Bachelors;Private;Sports Car;Faible;;Highly Urban/ Urban;28/05/2022 16:47;dev_express;Basse;7400
530;F;Senior : 65 ans et plus;Aucun;FAUX;[0 - 40K[;Masters;Private;Minivan;Faible;9.0;Highly Urban/ Urban;18/05/2022 20:48;dev_express;Basse;8000
531;M;Adulte : 25-64 ans;Aucun;VRAI;[0 - 40K[;High School;Commercial;Panel Truck;Moyen;1.0;Highly Urban/ Urban;12/03/2022 12:59;dev_express;Basse;1630
532;M;Adulte : 25-64 ans;Un;VRAI;[40K - 60K[;High School;Commercial;Pickup;Moyen;8.0;Highly Rural/ Rural;06/03/2022 13:23;dev_express;Basse;9700
533;M;Senior : 65 ans et plus;Aucun;FAUX;Non connu;High School;Commercial;Pickup;Moyen;1.0;Highly Urban/ Urban;04/03/2022 01:37;dev_express;Basse;47410
534;M;Senior : 65 ans et plus;Aucun;VRAI;[40K - 60K[;Bachelors;Commercial;Pickup;Moyen;13.0;Highly Rural/ Rural;10/05/2022 23:21;dev_premium;Moyenne;34000
535;M;Adulte : 25-64 ans;Aucun;VRAI;Non connu;Bachelors;Private;Pickup;Moyen;9.0;Highly Urban/ Urban;08/04/2022 22:16;dev_express;Basse;70210
536;F;Adulte : 25-64 ans;Aucun;FAUX;[40K - 60K[;High School;Commercial;SUV;Faible;1.0;Highly Urban/ Urban;20/01/2022 06:01;dev_express;Basse;67670
537;F;Senior : 65 ans et plus;Aucun;VRAI;Non connu;Bachelors;Private;Minivan;Moyen;;Highly Rural/ Rural;06/01/2022 05:05;dev_express;Basse;15600
538;F;Adulte : 25-64 ans;Aucun;VRAI;[0 - 40K[;High School;Private;Sports Car;Moyen;8.0;Highly Rural/ Rural;07/01/2022 02:17;dev_integral;Basse;62200
539;F;Adulte : 25-64 ans;Aucun;FAUX;[0 - 40K[;High School;Private;Pickup;Faible;1.0;Highly Urban/ Urban;04/05/2022 21:01;dev_express;Basse;41400
540;M;Jeune : moins de 25 ans;Aucun;FAUX;>120K;Masters;Private;Pickup;Moyen;15.0;Highly Urban/ Urban;05/05/2022 07:55;dev_integral;Moyenne;38490
541;F;Jeune : moins de 25 ans;Plusieurs;VRAI;[80K - 120K[;Masters;Private;Sports Car;Moyen;18.0;Highly Urban/ Urban;14/03/2022 00:41;dev_express;Basse;24000
542;M;Senior : 65 ans et plus;Aucun;FAUX;[60K - 80K[;Bachelors;Private;Minivan;Moyen;12.0;Highly Urban/ Urban;13/02/2022 12:27;dev_express;Basse;18570
543;M;Senior : 65 ans et plus;Aucun;FAUX;[0 - 40K[;Masters;Private;Minivan;Faible;17.0;Highly Rural/ Rural;27/03/2022 16:30;dev_integral;Moyenne;19100
544;F;Adulte : 25-64 ans;Aucun;FAUX;[60K - 80K[;High School;Private;Sports Car;Faible;1.0;Highly Urban/ Urban;02/02/2022 14:25;dev_integral;Moyenne;59620
545;F;Senior : 65 ans et plus;Un;VRAI;[60K - 80K[;Masters;Commercial;Panel Truck;Faible;14.0;Highly Rural/ Rural;22/05/2022 06:17;dev_integral;Moyenne;39000
546;M;Adulte : 25-64 ans;Aucun;FAUX;[0 - 40K[;Bachelors;Private;Sports Car;Moyen;9.0;Highly Urban/ Urban;03/02/2022 18:51;dev_integral;Basse;95490
547;M;Adulte : 25-64 ans;Aucun;FAUX;[0 - 40K[;Bachelors;Private;SUV;Moyen;7.0;Highly Urban/ Urban;17/04/2022 11:05;dev_express;Basse;20000
548;F;Senior : 65 ans et plus;Aucun;FAUX;[60K - 80K[;PhD;Private;Sports Car;Faible;9.0;Highly Urban/ Urban;30/01/2022 11:38;dev_integral;Basse;78700
549;M;Senior : 65 ans et plus;Aucun;FAUX;>120K;PhD;Private;SUV;Moyen;12.0;Highly Urban/ Urban;04/01/2022 23:37;dev_integral;Basse;57230
550;F;Adulte : 25-64 ans;Aucun;VRAI;[40K - 60K[;High School;Private;Pickup;Moyen;11.0;Highly Rural/ Rural;20/02/2022 01:38;dev_premium;Moyenne;73190
551;M;Adulte : 25-64 ans;Aucun;FAUX;[60K - 80K[;Masters;Private;SUV;Faible;18.0;Highly Urban/ Urban;22/03/2022 18:25;dev_integral;Moyenne;30300
552;M;Senior : 65 ans et plus;Aucun;FAUX;Non connu;PhD;Private;Sports Car;Faible;20.0;Highly Urban/ Urban;14/04/2022 03:08;dev_integral;Moyenne;48100
553;M;Senior : 65 ans et plus;Aucun;FAUX;[0 - 40K[;High School;Commercial;SUV;Moyen;9.0;Highly Urban/ Urban;28/03/2022 18:19;dev_integral;Moyenne;81120
554;M;Adulte : 25-64 ans;Aucun;FAUX;[40K - 60K[;High School;Commercial;SUV;Faible;5.0;Highly Urban/ Urban;15/01/2022 01:30;dev_integral;Moyenne;32220
555;M;Senior : 65 ans et plus;Un;VRAI;[40K - 60K[;Bachelors;Commercial;Pickup;Faible;7.0;Highly Urban/ Urban;30/03/2022 17:09;dev_express;Basse;10100
556;M;Jeune : moins de 25 ans;Aucun;FAUX;Non connu;High School;Private;Minivan;Faible;1.0;Highly Rural/ Rural;03/04/2022 06:29;dev_express;Basse;1500
557;M;Jeune : moins de 25 ans;Aucun;VRAI;[60K - 80K[;Bachelors;Private;Minivan;Faible;;Highly Urban/ Urban;11/04/2022 23:33;dev_integral;Moyenne;35370
558;F;Adulte : 25-64 ans;Aucun;FAUX;[0 - 40K[;Masters;Commercial;Panel Truck;Faible;;Highly Urban/ Urban;18/05/2022 18:08;dev_integral;Moyenne;50350
559;M;Senior : 65 ans et plus;Aucun;FAUX;[0 - 40K[;High School;Private;Pickup;Moyen;1.0;Highly Urban/ Urban;02/04/2022 09:07;dev_integral;Moyenne;44000
560;M;Jeune : moins de 25 ans;Aucun;FAUX;[40K - 60K[;Masters;Private;Minivan;Faible;19.0;Highly Urban/ Urban;09/03/2022 14:39;dev_express;Basse;15170
561;M;Jeune : moins de 25 ans;Aucun;FAUX;[0 - 40K[;High School;Private;Sports Car;Faible;10.0;Highly Urban/ Urban;13/04/2022 11:26;dev_integral;Moyenne;59180
562;M;Adulte : 25-64 ans;Aucun;FAUX;[40K - 60K[;Masters;Commercial;Van;Moyen;18.0;Highly Urban/ Urban;14/03/2022 13:17;dev_integral;Moyenne;89120
563;M;Adulte : 25-64 ans;Aucun;VRAI;[0 - 40K[;Bachelors;Private;Minivan;Faible;10.0;Highly Urban/ Urban;12/05/2022 14:47;dev_express;Basse;58000
564;F;Jeune : moins de 25 ans;Aucun;VRAI;[0 - 40K[;High School;Private;Van;Faible;1.0;Highly Urban/ Urban;01/01/2022 20:24;dev_integral;Basse;36190
565;M;Jeune : moins de 25 ans;Plusieurs;VRAI;[80K - 120K[;PhD;Private;SUV;Moyen;16.0;Highly Urban/ Urban;25/05/2022 20:36;dev_express;Basse;56100
566;F;Adulte : 25-64 ans;Aucun;FAUX;[0 - 40K[;Bachelors;Private;SUV;Faible;9.0;Highly Urban/ Urban;16/05/2022 05:07;dev_express;Basse;50660
567;M;Jeune : moins de 25 ans;Un;VRAI;[0 - 40K[;High School;Private;Pickup;Faible;7.0;Highly Urban/ Urban;27/02/2022 02:15;dev_integral;Moyenne;62360
568;F;Senior : 65 ans et plus;Aucun;FAUX;>120K;PhD;Private;Pickup;Faible;15.0;Highly Urban/ Urban;09/03/2022 09:41;dev_integral;Basse;53250
569;M;Adulte : 25-64 ans;Aucun;FAUX;[60K - 80K[;Bachelors;Private;SUV;Moyen;13.0;Highly Urban/ Urban;31/05/2022 15:49;dev_express;Basse;83230
570;F;Adulte : 25-64 ans;Aucun;FAUX;>120K;PhD;Private;Minivan;Faible;14.0;Highly Urban/ Urban;02/03/2022 14:10;dev_premium;Moyenne;20220
571;F;Jeune : moins de 25 ans;Aucun;VRAI;[80K - 120K[;Masters;Commercial;Panel Truck;Faible;24.0;Highly Urban/ Urban;24/04/2022 21:41;dev_premium;Moyenne;61100
572;F;Senior : 65 ans et plus;Aucun;FAUX;[0 - 40K[;Bachelors;Commercial;Pickup;Moyen;10.0;Highly Urban/ Urban;21/01/2022 07:59;dev_express;Basse;79100
573;F;Senior : 65 ans et plus;Aucun;FAUX;[60K - 80K[;Masters;Private;SUV;Moyen;13.0;Highly Urban/ Urban;07/03/2022 19:35;dev_express;Basse;86100
574;F;Jeune : moins de 25 ans;Aucun;FAUX;[0 - 40K[;Bachelors;Private;Pickup;Faible;17.0;Highly Rural/ Rural;31/05/2022 11:14;dev_express;Basse;74320
575;M;Senior : 65 ans et plus;Aucun;VRAI;[60K - 80K[;Bachelors;Commercial;Van;Moyen;8.0;Highly Urban/ Urban;13/05/2022 02:36;dev_integral;Basse;75015
576;F;Adulte : 25-64 ans;Aucun;FAUX;[60K - 80K[;Masters;Private;Pickup;Faible;15.0;Highly Urban/ Urban;23/05/2022 03:01;dev_integral;Basse;55100
577;M;Jeune : moins de 25 ans;Aucun;FAUX;[0 - 40K[;Bachelors;Commercial;Minivan;Faible;10.0;Highly Urban/ Urban;11/05/2022 03:02;dev_express;Basse;35510
578;M;Adulte : 25-64 ans;Aucun;FAUX;[0 - 40K[;High School;Private;Minivan;Moyen;1.0;Highly Urban/ Urban;05/04/2022 00:02;dev_integral;Moyenne;46500
579;M;Adulte : 25-64 ans;Aucun;FAUX;[80K - 120K[;High School;Private;SUV;Elevé;1.0;Highly Urban/ Urban;27/05/2022 18:51;dev_integral;Moyenne;25490
580;M;Adulte : 25-64 ans;Aucun;VRAI;[0 - 40K[;High School;Private;Minivan;Moyen;1.0;Highly Urban/ Urban;20/04/2022 23:17;dev_premium;Moyenne;4220
581;M;Adulte : 25-64 ans;Aucun;VRAI;[0 - 40K[;Bachelors;Commercial;Panel Truck;Faible;10.0;Highly Urban/ Urban;25/01/2022 19:36;dev_express;Basse;20000
582;M;Adulte : 25-64 ans;Aucun;VRAI;[60K - 80K[;Bachelors;Private;Minivan;Faible;13.0;Highly Urban/ Urban;08/04/2022 01:19;dev_express;Basse;55000
583;M;Senior : 65 ans et plus;Aucun;FAUX;[0 - 40K[;High School;Private;Minivan;Faible;7.0;Highly Rural/ Rural;18/02/2022 12:19;dev_integral;Moyenne;91420
584;F;Adulte : 25-64 ans;Aucun;FAUX;[80K - 120K[;Bachelors;Commercial;Minivan;Faible;;Highly Urban/ Urban;12/01/2022 18:29;dev_integral;Moyenne;27370
585;M;Senior : 65 ans et plus;Aucun;FAUX;[0 - 40K[;High School;Private;Sports Car;Moyen;1.0;Highly Urban/ Urban;10/01/2022 15:03;dev_integral;Moyenne;64250
586;M;Senior : 65 ans et plus;Plusieurs;VRAI;[60K - 80K[;Bachelors;Private;SUV;Faible;5.0;Highly Urban/ Urban;10/05/2022 11:42;dev_premium;Moyenne;1230
587;M;Senior : 65 ans et plus;Aucun;VRAI;Non connu;High School;Private;SUV;Faible;10.0;Highly Rural/ Rural;23/03/2022 10:29;dev_premium;Moyenne;61160
588;M;Adulte : 25-64 ans;Aucun;FAUX;[0 - 40K[;High School;Private;SUV;Moyen;3.0;Highly Urban/ Urban;19/02/2022 03:28;dev_integral;Basse;64990
589;M;Adulte : 25-64 ans;Plusieurs;VRAI;Non connu;High School;Private;SUV;Faible;1.0;Highly Rural/ Rural;27/04/2022 20:44;dev_express;Basse;2250
590;F;Senior : 65 ans et plus;Aucun;FAUX;[0 - 40K[;High School;Private;Pickup;Faible;1.0;Highly Urban/ Urban;23/04/2022 04:43;dev_express;Basse;95380
591;F;Adulte : 25-64 ans;Aucun;FAUX;>120K;Bachelors;Commercial;Panel Truck;Moyen;10.0;Highly Urban/ Urban;21/05/2022 08:25;dev_integral;Moyenne;94200
592;M;Jeune : moins de 25 ans;Aucun;FAUX;[80K - 120K[;Masters;Private;Van;Moyen;;Highly Urban/ Urban;06/01/2022 08:39;dev_express;Basse;93220
593;M;Jeune : moins de 25 ans;Aucun;VRAI;[80K - 120K[;Masters;Private;SUV;Faible;14.0;Highly Urban/ Urban;08/04/2022 00:39;dev_integral;Moyenne;75015
594;F;Senior : 65 ans et plus;Aucun;FAUX;[40K - 60K[;Bachelors;Private;SUV;Faible;6.0;Highly Urban/ Urban;25/04/2022 11:54;dev_integral;Moyenne;95410
595;M;Senior : 65 ans et plus;Aucun;FAUX;[40K - 60K[;Masters;Private;Sports Car;Faible;19.0;Highly Urban/ Urban;09/01/2022 11:28;dev_express;Basse;93120
596;M;Adulte : 25-64 ans;Aucun;FAUX;[0 - 40K[;High School;Private;Minivan;Moyen;6.0;Highly Rural/ Rural;05/02/2022 05:34;dev_integral;Moyenne;94800
